NPU0,NPU1,NPU2,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,soc,bigcore0,bigcore1,littlecore,center,gpu,npu,memory,swap
0,0,0,4.0,3.9,3.9,0.0,17.0,1.9,0.0,3.9,31,31,31,31,31,30,30,15.5,10.0
0,0,0,2.9,3.9,2.9,2.9,5.9,1.0,0.0,4.9,31,30,30,31,30,30,30,15.6,10.0
0,0,0,0.0,1.9,1.9,2.9,3.9,4.9,0.0,4.9,31,30,31,31,30,30,30,16.2,10.0
0,0,0,1.0,2.9,1.9,1.0,7.7,2.0,1.9,13.7,31,31,30,31,30,30,30,15.6,10.0
0,0,0,1.0,0.0,2.9,0.0,5.9,1.0,0.0,9.8,30,31,31,31,30,30,30,15.5,10.0
0,0,0,1.9,0.0,3.9,0.0,6.8,1.0,0.0,11.7,30,31,30,31,30,30,30,15.5,10.0
0,0,0,0.0,1.9,2.0,0.0,6.7,2.9,1.0,13.5,30,30,30,31,30,30,30,15.5,10.0
0,0,0,9.9,1.0,4.8,1.0,5.7,2.9,0.0,1.9,31,30,30,30,30,30,30,15.5,10.0
0,0,0,10.8,0.0,9.9,1.0,4.9,6.7,1.0,1.0,30,31,30,31,30,30,30,15.5,10.0
0,0,0,11.8,1.0,4.9,1.0,4.9,4.9,0.0,1.0,31,30,30,31,30,30,30,15.5,10.0
0,0,0,0.0,0.0,5.8,0.0,5.8,1.9,0.0,11.8,31,30,30,31,30,30,30,15.5,10.0
0,0,0,1.9,1.0,4.9,0.0,5.8,2.9,0.0,11.7,31,30,31,31,30,30,30,15.5,10.0
0,0,0,0.0,1.9,4.0,1.0,2.9,6.7,0.0,10.7,31,30,30,31,30,30,30,15.5,10.0
0,0,0,0.0,1.0,3.0,0.0,6.9,0.0,0.0,10.8,30,30,30,31,30,30,30,15.5,10.0
0,0,0,1.0,0.0,0.0,2.0,4.8,5.7,0.0,12.6,31,31,31,31,30,30,30,15.5,10.0
0,0,0,1.0,0.0,2.9,1.0,3.8,3.0,0.0,9.7,30,30,30,31,30,30,30,15.5,10.0
0,0,0,0.0,0.0,5.0,2.9,3.8,5.8,0.0,12.5,31,30,30,31,30,30,30,15.5,10.0
0,0,0,1.0,1.0,8.1,2.9,5.9,3.8,1.0,11.8,31,30,30,31,30,30,30,15.5,10.0
0,0,0,0.0,0.0,7.7,0.0,4.8,5.8,0.0,12.4,30,30,30,31,30,30,30,15.5,10.0
0,0,0,1.0,1.9,5.9,0.0,6.9,1.9,1.0,12.5,30,30,30,30,30,30,30,15.5,10.0
0,0,0,0.0,0.0,2.9,2.0,7.7,1.9,0.0,10.8,30,30,30,30,29,30,30,15.5,10.0
0,0,0,1.0,0.0,2.9,1.0,5.8,2.9,0.0,12.6,30,30,30,30,30,30,30,15.5,10.0
0,0,0,0.0,1.0,1.9,0.0,5.8,2.9,1.0,11.5,30,30,30,30,29,30,30,15.5,10.0
0,0,0,2.9,1.0,3.9,1.9,3.8,5.7,0.0,12.5,30,30,30,30,30,30,30,15.5,10.0
0,0,0,0.0,0.0,2.9,0.0,5.8,2.0,0.0,11.7,30,30,30,30,30,30,30,15.5,10.0
0,0,0,1.0,1.0,2.9,1.0,3.9,4.8,1.9,11.8,30,30,30,31,30,30,30,15.5,10.0
0,0,0,0.0,0.0,0.0,0.0,6.7,1.0,1.9,11.5,30,30,30,31,30,30,30,16.2,10.0
