NPU0,NPU1,NPU2,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,soc,bigcore0,bigcore1,littlecore,center,gpu,npu,memory,swap
0,0,0,41.1,46.6,44.4,41.4,86.7,56.6,54.6,55.7,37,37,38,37,36,35,37,13.3,13.1
0,0,0,25.7,44.7,39.0,43.4,42.3,38.8,36.5,33.0,37,37,37,37,36,35,36,13.2,13.1
0,0,0,44.1,37.9,32.0,31.7,71.2,67.3,61.5,61.5,40,43,43,41,37,36,37,13.2,13.1
0,0,0,59.4,55.8,54.4,53.9,85.4,89.3,84.8,89.2,42,45,45,42,38,37,39,13.2,13.1
0,0,0,36.2,40.7,30.9,28.7,26.4,30.9,26.7,28.0,38,41,41,39,37,36,37,13.2,13.1
0,0,0,33.3,32.0,21.6,28.2,60.6,61.9,61.9,61.0,37,38,38,37,37,36,37,13.2,13.1
0,0,0,31.0,27.2,21.6,21.4,51.0,44.6,48.5,52.9,37,38,38,38,37,36,37,13.2,13.1
0,0,0,42.3,35.6,27.2,26.2,45.1,50.0,46.2,50.0,37,38,38,37,37,36,37,13.2,13.1
0,0,0,39.5,31.6,29.2,26.7,42.0,46.5,60.9,50.8,38,40,40,39,37,37,37,13.5,12.4
0,0,0,44.8,44.7,32.4,38.3,67.0,75.2,63.5,67.0,39,40,40,39,37,37,38,13.6,12.4
0,0,0,26.5,32.7,9.9,29.4,33.7,21.4,15.2,30.1,39,40,40,39,37,36,37,13.5,12.5
0,0,0,35.6,23.1,25.7,20.6,34.0,35.9,40.4,32.0,37,38,38,38,36,36,37,13.3,12.5
0,0,0,36.3,25.7,35.2,21.4,54.9,56.3,57.1,56.3,39,41,41,39,37,37,37,13.3,12.6
0,0,0,35.6,35.3,23.1,23.3,52.0,57.3,53.9,53.3,38,38,39,38,37,37,37,13.3,12.6
0,0,0,41.0,50.0,37.0,42.2,48.0,46.6,36.5,37.5,37,38,38,38,37,37,37,13.5,12.4
0,0,0,41.2,33.3,24.0,45.1,31.7,29.8,20.6,26.7,37,37,37,38,36,36,37,13.5,12.5
0,0,0,30.0,33.3,42.7,18.3,40.6,38.8,17.6,20.0,37,38,38,37,36,36,37,13.2,13.1
0,0,0,57.8,53.5,46.6,49.0,79.4,80.6,87.5,79.6,40,41,41,40,37,37,38,13.1,13.4
0,0,0,35.0,32.7,44.2,32.0,44.3,35.3,33.7,57.1,41,43,43,41,37,37,38,12.9,13.7
0,0,0,53.9,53.9,50.5,52.0,90.2,88.3,89.4,90.3,43,46,46,43,39,38,40,12.9,13.7
0,0,0,42.7,35.2,32.4,33.6,69.2,69.6,69.2,73.1,39,41,41,40,38,37,38,12.9,13.7
0,0,0,35.6,30.1,24.3,17.8,54.4,52.0,60.0,58.3,39,40,40,39,37,37,38,12.9,13.8
0,0,0,39.8,46.2,35.9,35.6,75.0,61.9,61.2,59.2,40,41,42,41,38,38,38,12.8,14.2
0,0,0,56.7,53.8,51.9,47.6,92.2,82.7,85.6,82.5,43,46,46,44,40,39,40,12.7,14.5
0,0,0,87.4,84.6,84.6,85.8,95.1,96.2,94.2,94.3,47,49,49,48,43,42,43,12.7,14.2
0,0,0,97.2,98.1,98.1,97.1,98.1,98.1,97.2,98.1,48,50,50,49,44,43,44,12.7,14.1
0,0,0,99.0,98.0,97.1,98.1,98.1,99.0,98.1,98.1,49,50,50,49,45,44,46,12.7,14.1
0,0,0,99.0,98.1,100.0,99.0,99.0,99.0,99.0,99.0,49,52,52,50,46,45,46,12.7,14.1
0,0,0,98.1,97.1,97.1,97.1,97.1,98.1,97.1,97.1,49,53,52,51,47,45,47,12.7,14.2
0,0,0,99.0,100.0,99.0,98.1,99.0,99.0,99.0,100.0,50,53,53,51,47,45,48,12.7,14.2
0,0,0,99.0,98.1,98.1,99.0,100.0,99.1,99.1,99.1,51,54,54,52,48,46,48,12.7,14.2
0,0,0,99.0,99.0,99.0,100.0,99.1,99.0,100.0,99.0,51,54,54,52,48,47,48,12.7,14.2
0,0,0,99.1,100.0,99.1,99.0,99.1,99.1,99.0,99.1,52,54,54,52,49,47,49,12.7,14.2
0,0,0,99.0,98.1,98.1,99.0,99.0,99.0,98.1,98.1,52,55,55,53,49,47,49,12.7,14.2
0,0,0,99.0,98.1,99.0,98.1,99.0,99.0,99.0,100.0,53,55,55,53,49,48,49,12.7,14.2
0,0,0,100.0,100.0,98.1,99.0,99.1,99.0,100.0,99.0,53,56,55,53,49,48,49,12.7,14.2
0,0,0,99.1,99.0,99.0,99.0,100.0,99.0,99.0,99.0,53,56,56,54,49,48,49,12.7,14.2
0,0,0,99.0,99.0,99.1,99.0,99.0,100.0,99.0,99.0,53,56,56,54,49,49,50,12.7,14.2
0,0,0,98.1,99.1,99.0,98.1,99.0,99.0,99.0,100.0,54,57,56,54,50,49,50,12.7,14.2
0,0,0,98.1,98.1,97.2,98.1,98.1,97.2,98.1,97.2,54,57,57,55,50,49,50,12.7,14.2
0,0,0,99.0,98.1,99.0,98.1,99.0,99.0,99.0,99.0,54,57,57,55,50,49,50,12.7,14.2
0,0,0,98.1,99.0,98.1,99.0,99.0,100.0,99.0,99.0,54,57,57,55,50,49,50,12.7,14.2
0,0,0,100.0,99.1,98.1,98.1,99.1,99.0,100.0,100.0,55,57,57,55,51,49,51,12.7,14.2
0,0,0,99.0,99.0,99.0,100.0,100.0,99.0,99.0,99.0,54,57,57,55,50,49,51,12.7,14.2
0,0,0,99.1,99.1,99.2,99.1,99.1,99.1,99.1,99.1,54,57,57,55,51,49,51,12.7,14.2
0,0,0,98.3,98.3,97.4,98.3,99.1,99.1,98.3,98.3,55,57,57,55,51,49,51,12.7,14.2
0,0,0,99.1,99.1,98.3,99.1,98.3,98.3,98.3,99.1,55,57,57,55,51,49,51,12.8,14.4
0,0,0,99.2,99.2,98.3,99.1,99.2,99.2,99.2,98.3,55,57,57,55,51,50,51,12.8,14.4
0,0,0,98.1,99.1,98.1,99.1,98.1,98.1,99.1,99.1,56,59,59,57,51,50,52,12.6,14.3
0,0,0,99.1,98.1,98.1,99.0,99.0,99.0,98.1,99.1,56,59,59,57,52,50,52,12.6,14.3
0,0,0,97.2,99.0,97.1,97.1,98.1,97.1,98.1,98.1,56,59,59,57,52,51,52,12.6,14.3
0,0,0,98.1,98.1,98.1,98.1,98.1,99.0,99.0,99.0,57,60,60,57,52,50,52,12.6,14.3
0,0,0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,57,60,60,57,53,51,53,12.6,14.3
0,0,0,99.0,100.0,98.1,98.1,99.1,98.1,99.1,99.0,57,59,60,58,53,51,53,12.6,14.3
0,0,0,99.0,99.0,98.1,99.0,99.0,99.0,99.0,99.0,57,60,60,58,53,51,53,12.6,14.3
0,0,0,98.1,98.1,98.1,98.1,99.0,99.0,98.1,98.1,57,59,59,57,53,51,53,12.6,14.3
0,0,0,99.0,98.1,98.1,99.0,99.0,99.0,99.0,100.0,57,60,60,58,53,51,53,12.6,14.3
0,0,0,99.0,99.0,98.0,98.1,99.0,99.0,100.0,99.0,57,61,61,58,53,51,53,12.6,14.3
0,0,0,99.0,99.0,98.1,98.1,99.0,98.1,99.0,99.0,57,60,61,58,53,51,54,12.6,14.3
0,0,0,99.0,100.0,98.1,99.0,99.0,99.0,99.0,99.0,58,61,61,58,53,52,54,12.6,14.3
0,0,0,98.1,97.1,98.1,98.1,98.1,99.0,98.1,98.1,58,60,60,59,54,52,54,12.6,14.3
0,0,0,99.0,99.0,98.1,99.0,99.0,99.0,99.0,99.0,58,61,61,60,54,52,54,12.6,14.3
0,0,0,100.0,99.0,98.1,98.1,99.0,99.0,99.0,99.0,58,61,61,59,54,52,54,12.6,14.3
0,0,0,99.0,98.1,98.1,99.0,99.0,99.0,99.0,99.0,59,61,61,59,54,52,54,12.6,14.3
0,0,0,98.1,100.0,98.1,99.0,99.0,99.0,99.0,99.0,58,61,61,59,54,52,54,12.6,14.3
0,0,0,99.0,98.1,98.1,100.0,99.0,99.0,99.0,100.0,59,61,61,59,54,52,54,12.6,14.3
0,0,0,98.1,99.0,97.2,98.1,98.1,99.0,98.1,98.1,59,61,61,60,54,53,55,12.6,14.3
0,0,0,98.1,98.1,97.1,98.1,99.0,99.0,99.0,99.0,59,61,61,60,55,53,55,12.6,14.3
0,0,0,99.0,99.0,99.0,98.1,99.1,98.1,99.0,99.1,59,61,62,60,55,53,55,12.7,14.3
0,0,0,99.0,99.0,99.0,99.0,99.0,100.0,99.0,99.0,59,62,62,60,55,53,55,12.7,14.3
0,0,0,99.0,99.0,98.1,99.0,99.0,99.0,99.0,99.0,59,61,61,60,55,53,55,12.6,14.3
0,0,0,98.1,98.1,97.1,96.2,98.1,97.2,98.1,98.1,59,61,61,60,54,53,55,12.7,14.3
0,0,0,98.1,98.1,98.1,99.0,98.1,99.0,98.1,98.1,59,62,62,60,55,53,55,12.7,14.3
0,0,0,99.1,99.0,97.1,99.1,99.1,99.1,99.0,99.0,59,61,61,60,55,53,55,12.7,14.3
0,0,0,99.0,99.1,99.0,99.0,100.0,99.0,100.0,99.0,59,61,61,60,55,53,55,12.7,14.3
0,0,0,98.1,99.0,98.1,99.0,99.0,99.0,99.0,99.0,59,61,61,60,55,53,55,12.7,14.3
