NPU0,NPU1,NPU2,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,soc,bigcore0,bigcore1,littlecore,center,gpu,npu,memory,swap
0,0,0,42.6,41.3,37.9,35.8,21.0,14.0,45.1,12.7,31,31,31,31,30,29,30,12.7,15.7
0,0,0,3.0,1.0,0.0,4.8,0.0,7.8,38.8,3.9,29,29,29,30,29,29,29,12.6,16.0
0,0,0,2.0,0.0,0.0,1.9,6.8,1.0,4.7,10.6,29,29,29,29,29,29,29,12.6,16.0
0,0,0,3.9,0.0,0.0,2.9,2.9,2.0,6.9,9.7,29,29,29,29,29,29,29,12.6,16.0
0,0,0,1.0,1.0,1.0,0.0,1.9,4.9,0.0,28.8,29,29,29,29,28,28,29,12.5,16.0
0,0,0,1.0,0.0,0.0,0.0,3.9,1.0,0.0,7.8,29,28,28,29,28,28,28,12.6,16.0
0,0,0,2.9,1.0,0.0,1.0,5.8,2.9,5.9,2.9,29,29,29,29,28,28,28,12.6,16.0
0,0,0,1.0,1.0,0.0,1.0,8.7,8.8,5.8,4.9,29,28,29,29,28,28,28,12.5,16.1
0,0,0,2.0,1.0,0.0,0.0,8.7,3.8,6.7,7.7,29,28,29,29,28,28,28,12.5,16.1
0,0,0,0.0,0.0,0.0,1.9,1.9,7.9,1.0,7.7,28,28,28,28,28,28,28,12.6,16.1
0,0,0,1.0,0.0,1.0,1.9,1.0,1.9,1.9,7.7,28,28,28,28,28,28,28,12.6,16.1
0,0,0,3.8,0.0,0.0,0.0,0.0,6.8,0.0,7.7,28,28,28,29,28,28,28,12.6,16.1
0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,4.9,8.7,28,28,28,29,28,28,28,12.6,16.1
0,0,0,2.0,0.0,0.0,0.0,6.8,2.9,1.0,6.9,28,28,28,29,28,28,28,12.5,16.1
0,0,0,2.0,0.0,0.0,1.0,4.9,5.8,3.8,7.7,28,28,28,29,28,28,28,12.5,16.1
0,0,0,1.0,0.0,0.0,1.0,7.5,1.0,0.0,7.8,28,28,28,28,28,28,28,12.6,16.0
0,0,0,2.0,0.0,0.0,0.0,3.9,1.0,1.0,12.5,28,28,28,28,28,28,28,12.6,16.0
0,0,0,0.9,1.8,0.0,0.0,4.5,4.5,10.8,2.7,28,28,28,28,28,28,28,12.6,16.0
0,0,0,1.0,1.0,0.0,0.0,4.8,6.7,3.9,2.0,28,28,28,28,28,28,28,12.6,16.0
0,0,0,0.0,0.0,1.0,0.0,10.6,6.7,5.8,11.5,28,28,28,28,28,28,28,12.6,16.0
0,0,0,1.0,0.9,0.9,0.0,9.3,6.5,8.3,5.6,29,28,28,29,28,28,28,12.5,16.0
0,0,0,2.0,1.9,2.9,1.0,1.9,4.8,10.4,5.8,28,28,28,28,28,28,28,12.5,16.0
0,0,0,0.0,0.9,0.0,0.0,1.8,3.6,10.7,4.5,28,28,28,28,28,28,28,12.5,16.0
