NPU0,NPU1,NPU2,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,soc,bigcore0,bigcore1,littlecore,center,gpu,npu,memory,swap
0,0,0,8.3,38.5,41.7,0.0,50.0,0.0,0.0,28.6,30,29,30,30,29,29,29,12.6,8.7
0,0,0,0.0,16.7,20.0,0.0,7.1,8.3,14.3,23.1,29,29,29,29,29,28,28,12.6,8.7
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,30.8,29,29,29,29,28,28,28,12.6,8.7
0,0,0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,23.1,29,29,29,29,29,28,29,12.6,8.7
0,0,0,7.1,0.0,7.7,0.0,7.7,0.0,7.7,30.8,29,29,29,29,28,28,28,12.6,8.7
0,0,0,7.1,0.0,7.7,0.0,0.0,0.0,21.4,23.1,29,29,29,29,28,28,28,12.6,8.7
0,0,0,0.0,0.0,14.3,7.1,7.7,0.0,7.1,28.6,29,29,29,29,28,28,28,12.4,8.7
0,0,0,0.0,0.0,7.7,0.0,13.3,0.0,8.3,28.6,29,29,29,29,28,28,28,12.4,8.7
0,0,0,7.7,0.0,7.7,0.0,0.0,0.0,15.4,23.1,29,29,29,29,28,28,28,12.4,8.7
0,0,0,0.0,0.0,0.0,0.0,15.4,6.7,0.0,25.0,28,28,28,29,28,28,28,12.4,8.7
0,0,0,7.7,0.0,7.7,0.0,7.7,8.3,0.0,28.6,29,28,29,29,28,28,28,12.4,8.7
0,0,0,0.0,0.0,0.0,0.0,6.7,7.7,18.8,28.6,29,28,28,29,28,28,28,12.4,8.7
0,0,0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,23.1,29,28,28,29,28,28,28,12.4,8.7
0,0,0,0.0,0.0,0.0,6.7,7.7,14.3,7.7,23.1,29,28,28,29,28,28,28,12.4,8.7
0,0,0,7.1,0.0,14.3,0.0,0.0,7.1,21.4,28.6,29,28,28,29,28,28,28,12.4,8.7
0,0,0,7.7,7.1,7.1,0.0,14.3,0.0,7.1,30.8,28,28,28,29,28,28,28,12.4,8.7
0,0,0,0.0,0.0,0.0,0.0,14.3,0.0,8.3,23.1,28,28,28,29,28,28,28,12.4,8.7
