NPU0,NPU1,NPU2,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,soc,bigcore0,bigcore1,littlecore,center,gpu,npu,memory,swap
0,0,0,56.2,57.7,54.0,56.6,74.7,76.1,72.3,71.3,38,40,40,39,36,35,36,13.6,9.5
0,0,0,66.7,58.3,60.0,57.1,92.3,92.3,86.7,85.7,38,40,41,39,36,35,36,13.6,9.5
0,0,0,60.0,56.2,60.0,73.3,86.7,93.7,92.9,93.3,38,40,40,39,36,35,36,13.6,9.5
0,0,0,30.8,28.6,31.3,37.5,50.0,50.0,56.3,60.0,37,37,37,37,35,35,35,13.6,9.5
0,0,0,0.0,0.0,7.1,7.7,20.0,7.1,30.8,0.0,35,35,36,36,34,34,34,13.6,9.5
0,0,0,33.3,28.6,25.0,7.7,15.4,20.0,28.6,7.7,35,36,35,35,34,33,35,13.7,9.5
0,0,0,23.1,23.1,15.4,15.4,0.0,14.3,23.1,0.0,35,34,35,35,34,33,34,13.6,9.5
0,0,0,7.7,25.0,14.3,28.6,13.3,7.1,30.8,7.7,34,34,34,34,33,33,33,13.6,9.5
0,0,0,23.1,14.3,21.4,21.4,0.0,7.7,28.6,7.7,34,34,34,34,33,33,33,13.6,9.5
0,0,0,69.2,50.0,71.4,69.2,61.5,69.2,66.7,53.8,36,37,37,36,34,33,34,13.6,9.5
0,0,0,0.0,0.0,0.0,0.0,28.6,7.1,14.3,7.1,34,34,34,34,33,33,33,13.6,9.5
0,0,0,7.4,17.2,7.4,14.3,65.5,11.1,10.3,13.8,34,33,34,34,32,32,33,13.7,9.4
0,0,0,28.6,7.7,7.7,8.3,7.7,14.3,33.3,14.3,33,33,33,34,32,32,33,13.7,9.4
0,0,0,30.8,21.4,16.7,14.3,7.1,7.1,35.7,14.3,33,33,33,34,32,33,33,13.7,9.4
0,0,0,7.7,15.4,15.4,28.6,0.0,7.1,30.8,7.7,33,33,33,34,32,32,32,13.7,9.4
