NPU0,NPU1,NPU2,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,soc,bigcore0,bigcore1,littlecore,center,gpu,npu,memory,swap
0,0,0,15.0,10.3,11.0,11.5,9.0,6.9,15.8,4.9,31,30,30,31,30,30,30,14.1,2.9
0,0,0,22.5,12.7,23.8,20.4,15.0,11.5,5.9,9.8,31,31,31,31,30,30,31,14.1,2.9
0,0,0,22.7,21.8,19.4,14.9,19.0,8.7,14.4,11.8,31,30,30,31,30,30,30,13.9,2.9
0,0,0,7.7,5.8,6.0,3.8,11.8,12.4,2.9,4.8,30,30,30,31,30,30,30,13.8,2.9
0,0,0,2.0,51.5,2.9,1.9,3.9,4.8,6.7,13.3,31,30,31,31,30,30,30,13.9,2.9
0,0,0,2.0,27.9,0.0,22.5,11.4,4.8,8.7,5.8,31,31,31,31,30,30,30,14.1,2.9
0,0,0,4.0,1.0,2.9,1.9,32.4,7.8,11.8,2.0,30,30,30,31,30,30,30,14.2,2.9
0,0,0,0.0,0.0,2.9,1.9,12.5,8.7,10.9,1.9,31,30,30,31,30,30,30,14.2,2.9
0,0,0,2.0,5.8,2.9,0.0,23.3,9.7,2.9,3.0,30,30,30,30,30,30,30,14.3,2.9
0,0,0,0.0,0.0,3.8,0.0,78.8,10.6,5.8,8.6,31,31,32,32,30,30,30,14.3,2.9
0,0,0,4.0,1.0,4.9,1.0,83.3,10.7,11.7,7.9,31,31,32,32,30,30,31,13.8,2.9
0,0,0,2.0,3.9,4.9,1.9,96.2,10.5,1.0,14.4,32,32,32,32,30,30,31,13.8,2.9
0,0,0,5.0,1.9,2.0,2.9,67.6,10.7,1.0,11.5,31,31,30,31,30,30,31,13.8,2.9
0,0,0,2.0,0.0,0.0,0.0,2.9,13.2,2.9,7.6,31,31,31,30,30,30,30,13.8,2.9
0,0,0,8.9,0.0,1.9,0.0,3.9,12.3,3.8,1.0,31,31,31,31,30,30,30,13.8,2.9
0,0,0,11.0,0.0,1.0,1.9,5.8,7.8,2.9,4.8,30,31,31,31,30,30,30,13.8,2.9
0,0,0,10.8,1.0,0.0,0.0,2.9,10.7,4.9,1.9,30,30,31,30,30,30,30,13.8,2.9
0,0,0,10.9,0.0,1.0,2.9,1.0,7.8,9.7,1.9,30,30,31,30,30,30,29,13.8,2.9
0,0,0,10.8,0.0,2.9,1.0,1.9,6.8,3.9,5.8,30,30,30,30,30,30,30,13.8,2.9
0,0,0,2.0,0.0,1.0,0.0,4.0,15.0,1.0,3.8,30,30,30,30,30,30,30,13.8,2.9
0,0,0,1.0,1.0,1.0,0.0,3.8,14.2,6.7,4.9,30,30,30,30,29,29,30,13.8,2.9
0,0,0,1.0,0.0,1.9,1.0,2.9,11.5,6.7,3.8,30,30,30,31,30,30,30,13.8,2.9
0,0,0,1.0,1.0,1.0,1.0,9.4,11.7,1.0,4.8,30,30,30,30,30,30,30,13.8,2.9
0,0,0,0.0,0.0,1.9,0.0,1.9,6.7,0.0,3.9,30,30,30,30,29,29,30,13.8,2.9
0,0,0,0.0,1.0,1.0,0.0,2.9,5.9,0.0,11.5,30,29,30,30,29,29,29,13.8,2.9
0,0,0,0.0,1.0,3.8,0.0,1.0,4.9,0.0,10.7,30,29,29,30,29,29,29,13.8,2.9
0,0,0,1.0,0.0,1.9,1.0,2.9,4.9,1.0,10.7,29,30,30,30,29,29,29,13.8,2.9
0,0,0,0.0,0.0,2.9,0.0,1.9,7.8,0.0,11.5,30,29,29,30,29,29,29,13.8,2.9
0,0,0,0.0,1.0,0.0,0.0,2.9,3.9,0.0,11.7,30,30,30,30,29,29,29,13.8,2.9
0,0,0,0.0,0.0,0.0,0.0,1.0,6.8,0.0,11.5,30,30,30,30,29,29,29,13.8,2.9
0,0,0,0.0,0.0,1.0,0.0,2.9,6.7,1.0,11.7,30,30,30,30,29,29,29,13.8,2.9
0,0,0,1.0,1.0,1.0,0.0,1.9,8.7,1.0,10.7,30,30,30,30,29,29,29,13.8,2.9
0,0,0,1.0,0.0,0.0,0.0,3.9,2.9,1.0,11.5,30,29,29,30,30,29,29,13.8,2.9
0,0,0,2.0,0.0,2.9,0.0,0.0,8.7,1.0,10.8,30,29,29,30,29,29,29,13.8,2.9
0,0,0,0.0,1.0,0.0,0.0,5.7,5.8,1.0,9.8,29,29,29,29,29,29,29,13.8,2.9
0,0,0,0.0,0.0,1.9,0.0,6.7,2.9,2.9,5.9,30,29,30,30,29,29,29,13.8,2.9
0,0,0,0.0,0.0,0.0,0.0,1.9,2.9,2.0,2.9,30,29,30,30,29,29,29,13.8,2.9
0,0,0,0.0,1.0,1.9,0.0,2.0,3.8,6.7,0.0,30,30,30,30,29,29,29,13.8,2.9
0,0,0,0.0,2.6,0.9,0.9,4.5,13.0,4.3,0.9,30,29,29,30,29,29,29,13.8,2.9
0,0,0,1.0,2.9,1.9,0.0,2.0,4.8,3.9,0.0,30,29,30,30,29,29,29,13.7,2.9
0,0,0,0.0,1.9,0.9,0.9,10.3,6.5,1.9,1.0,30,29,29,30,29,29,29,13.8,2.9
0,0,0,1.8,1.8,0.9,0.0,2.8,10.0,0.0,5.4,29,29,29,29,29,29,29,13.8,2.9
0,0,0,2.0,1.9,1.0,0.0,2.9,4.8,1.9,5.7,30,29,30,30,29,29,29,13.8,2.9
0,0,0,1.0,1.9,1.0,0.0,11.8,3.9,3.9,0.0,29,29,29,30,29,29,29,13.8,2.9
0,0,0,2.7,1.8,0.9,0.0,5.4,9.9,5.4,2.7,29,29,30,29,29,29,29,13.8,2.9
0,0,0,0.0,1.9,0.0,0.0,2.9,10.8,1.0,2.9,30,29,30,30,29,29,29,13.8,2.9
0,0,0,2.0,2.9,2.9,0.0,8.7,8.6,2.9,6.8,30,30,30,30,29,29,29,13.8,2.9
0,0,0,2.0,1.9,0.0,0.0,5.8,9.7,3.9,3.8,30,29,30,30,29,29,29,13.8,2.9
0,0,0,0.0,1.0,1.0,0.0,3.9,6.9,5.9,3.9,30,30,29,30,29,29,29,13.8,2.9
0,0,0,1.0,0.0,1.0,0.0,8.7,4.9,4.8,6.7,30,30,30,30,29,29,29,13.8,2.9
0,0,0,1.0,0.0,0.0,1.0,6.9,6.7,5.9,3.9,30,30,30,30,29,29,30,13.8,2.9
0,0,0,1.0,1.0,2.9,0.0,6.7,4.8,9.7,3.9,30,29,30,30,29,29,29,13.8,2.9
0,0,0,2.0,1.0,0.0,0.0,8.7,5.8,2.9,6.7,30,30,30,30,29,29,29,13.8,2.9
0,0,0,2.0,0.0,1.9,0.0,10.6,3.8,8.6,3.9,30,30,30,30,29,29,30,13.8,2.9
0,0,0,1.0,0.0,1.9,0.9,13.2,5.7,2.8,3.8,30,30,30,30,29,29,29,13.8,2.9
0,0,0,2.9,0.0,1.9,1.9,7.7,7.7,3.8,3.9,30,29,30,30,29,29,29,13.8,2.9
0,0,0,0.0,0.0,0.0,1.0,8.7,8.6,3.8,4.9,30,29,30,30,29,29,29,13.8,2.9
0,0,0,0.0,1.0,1.0,0.0,11.5,5.9,1.9,11.5,30,29,30,30,29,29,29,13.8,2.9
0,0,0,1.0,0.0,1.0,1.9,6.9,10.6,2.9,3.9,30,30,30,30,29,29,30,13.8,2.9
0,0,0,2.9,1.0,1.0,1.0,6.7,1.9,6.7,10.5,30,30,30,30,29,29,29,13.8,2.9
0,0,0,1.0,0.0,1.0,1.9,8.6,8.7,5.8,1.9,30,30,30,30,29,29,29,13.8,2.9
0,0,0,1.0,1.0,1.0,1.9,10.7,2.9,7.5,3.9,30,30,30,30,29,29,29,13.8,2.9
0,0,0,0.0,1.0,1.0,1.9,5.8,8.7,1.0,8.6,30,30,30,30,29,29,29,13.8,2.9
0,0,0,1.0,1.0,1.0,1.9,7.7,2.9,7.0,3.8,30,30,30,30,29,29,29,13.8,2.9
0,0,0,1.0,0.0,1.0,1.9,7.7,1.0,2.9,3.9,30,29,29,30,29,29,29,13.9,2.9
0,0,0,0.0,0.0,1.0,1.9,3.8,3.9,0.0,4.9,30,30,30,30,29,29,29,13.9,2.9
0,0,0,0.0,0.0,1.0,1.9,4.9,3.9,0.0,3.8,30,29,29,30,29,29,29,13.9,2.9
0,0,0,0.0,1.0,0.0,1.9,5.9,8.5,0.0,0.0,29,29,29,30,29,29,29,13.9,2.9
0,0,0,0.0,1.0,1.9,1.9,4.8,1.9,1.9,9.7,30,29,30,30,29,29,29,13.9,2.9
0,0,0,1.0,0.0,2.0,2.9,2.9,2.0,2.9,2.0,29,29,29,30,29,29,29,13.8,2.9
0,0,0,0.0,1.0,2.0,1.0,3.9,1.9,1.9,3.9,30,29,29,30,29,29,29,13.9,2.9
0,0,0,0.0,1.0,1.9,0.0,3.8,1.0,2.9,2.0,30,30,29,30,29,29,29,13.9,2.9
0,0,0,0.9,0.0,1.8,0.9,16.5,0.9,1.8,3.5,30,29,29,30,29,29,29,13.9,2.9
